institution,urls,articletype,retractiondate,retractiondoi,originalpaperdate,originalpaperdoi,retractionnature,reason,notes,rorids,rornames,rorcountries,rorregions,container,publisher,prefix,funder
"['Department of Rheumatology, The First Affiliated Hospital of Nanchang University, Nanchang, 330006 Jiangxi Province, China'
 'Department of Ophthalmology, The First Affiliated Hospital of Nanchang University, Nanchang, 330006 Jiangxi Province, China'
 'Jiangxi Provincial Key Laboratory of Preventive Medicine, Nanchang University, Nanchang, 330006 Jiangxi Province, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],12/29/2023 0:00,10.1155/2023/9856426,2/22/2023 0:00,10.1155/2023/1805938,Retraction,"['+Fake Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['State Grid Sichuan Electric Power Company, Chengdu, China']",['https://retractionwatch.com/2021/12/15/journal-retracts-122-papers-at-once/'],['Research Article'],12/15/2021 0:00,10.1177/00207209211064046,3/31/2021 0:00,10.1177/00207209211005272,Expression of concern,['+Fake Peer Review' '+Investigation by Journal/Publisher'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['School of Mechanical and Aerospace Engineering, Nanyang Technological University, Singapore']",['http://retractionwatch.com/2017/06/07/retraction-gets-retracted-first-authors-contract-still-terminated/'],['Research Article'],7/12/2017 0:00,10.1002/cnm.2902,7/1/2016 0:00,10.1002/cnm.2805,Retraction,"['+Ethical Violations by Author'
 '+Informed/Patient Consent - None/Withdrawn'
 '+Investigation by Company/Institution'
 '+Lack of Approval from Company/Institution'
 '+Lack of IRB/IACUC Approval and/or Compliance']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Cardiology, Jilin FAW General Hospital, Changchun 130021, China'
 'Department of Neurology, Jilin FAW General Hospital, Changchun 130021, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],10/4/2023 0:00,10.1155/2023/9859038,3/27/2022 0:00,10.1155/2022/1635446,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review'
 '+Informed/Patient Consent - None/Withdrawn'
 '+Investigation by Journal/Publisher' '+Investigation by Third Party'
 '+Lack of IRB/IACUC Approval and/or Compliance' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,['https://ror.org/0353t4m91'],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Otorhinolaryngology-Head and Neck Surgery, The Central Hospital of Wuhan, Tongji Medical College, Huazhong University of Science and Technology, Wuhan 430014, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],1/13/2024 0:00,10.1155/2024/9825784,8/27/2021 0:00,10.1155/2021/9957161,Retraction,"['+Fake Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of General Surgery, Affiliated Hospital of Jiangsu University, Zhenjiang, China'
 'Division of Gastrointestinal Surgery, Department of General Surgery, The Affiliated Huai’an Hospital of Xuzhou Medical University, Huai’an Second People’s Hospital, Huai’an, China'
 'Department of Anesthesiology, People’s Hospital of Lianshui County, Huai’an, China']",[],['Research Article'],5/13/2024 0:00,10.1007/s10142-024-01365-4,4/18/2023 0:00,10.1007/s10142-023-01060-w,Retraction,"['+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions' '+Fake Peer Review'
 '+Investigation by Journal/Publisher' '+Objections by Author(s)'
 '+Rogue Editor' '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Environmental and Life Sciences, Toyohashi University of Technology, 1-1 Hibarigaoka, Tempaku-cho, Toyohashi, Aichi 4418580, Japan']",[],['Research Article'],4/11/2018 0:00,10.1016/j.elstat.2018.03.005,3/18/2014 0:00,10.1016/j.elstat.2014.02.004,Retraction,"['+False/Forged Authorship' '+Investigation by Journal/Publisher'
 '+Objections by Author(s)']",None,['https://ror.org/04ezg6d83'],[None],['Japan'],['Aichi'],<NA>,<NA>,<NA>,<NA>
"['College of Computer Science, Department of Information System, King Khalid University, Abha, Saudi Arabia'
 'Department of Computer Science, COMSATS University Islamabad, Abbottabad Campus, Islamabad, Pakistan']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],10/18/2023 0:00,10.1155/2023/9764127,6/28/2022 0:00,10.1155/2022/1121822,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",See also: https://pubpeer.com/publications/584F16BC4A87963E54BA7C579CB576,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['College of Mechanical and Electronic, Qingdao University'
 'Shandong Province' 'China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],11/4/2010 0:00,10.1109/ICCASM.2010.5622186,10/22/2010 0:00,10.1109/ICCASM.2010.5622186,Retraction,['+Notice - Limited or No Information'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Faculty of Social Sciences, University of Macau, E21 University Road, Taipa, Macao, China']",[],['Review Article'],6/8/2021 0:00,10.1080/03623319.2021.1901514,2/5/2020 0:00,10.1016/j.soscij.2019.07.013,Retraction,['+Duplication of/in Article'],None,['https://ror.org/01r4q9n85'],[None],['Macao'],['Macau'],<NA>,<NA>,<NA>,<NA>
"['Center for Biophysical Science and Engineering, University of Alabama at Birmingham, Birmingham, AL 35294-4400'
 'Department of Microbiology and Immunology, University of Louisville School of Medicine, Louisville, KY 40202'
 'Division of Medical Virology and Institute for Infectious Diseases and Molecular Medicine, University of Cape Town, HSC, Cape Town, South Africa 7925']",[],['Research Article'],4/6/2010 0:00,10.1073/pnas.1003210107,6/3/2004 0:00,10.1073/pnas.0400744101,Expression of concern,['+Concerns/Issues About Data'],H M Krishna Murthy has NIH finding of misconduct,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Nursing Department, 449486Komar University of Science and Technology, Sulaymania, Iraq'
 'Faculty of Psychology and Educational Sciences, 48425University of Tehran, Tehran, Iran'
 '12830Banking university HCMC Ho Chi Minh city Vietnam- International University of Japan, Niigata, Japan'
 '519666Al Nisour University College, Baghdad, Iraq'
 '486019Ho Chi Minh City Open University, Ho Chi Minh City, Vietnam'
 '203402Akhmet Yassawi International Kazakh-Turkish University, Kazakhstan'
 'Spiritual Health Research Center, Research Institute for Health Development, 125637Kurdistan University of Medical Sciences, Sanandaj, Iran']",[],['Meta-Analysis'],4/7/2023 0:00,10.1177/00302228221110965,6/27/2022 0:00,10.1177/00302228221110965,Retraction,"['+Investigation by Journal/Publisher' '+Investigation by Third Party'
 '+Paper Mill' '+Unreliable Results and/or Conclusions' '+Removed']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Gastroenterology, The First Hospital of Jilin University, Changchun, Jilin 130021, P.R. China'
 'Department of Radiotherapy, China-Japan Union Hospital of Jilin University, Changchun, Jilin 130033, P.R. China'
 ""Department of Gastroenterology, The People's Hospital of Jilin Province, Changchun, Jilin 130021, P.R. China""]",[],['Research Article'],10/7/2021 0:00,10.3892/or.2021.8202,5/11/2017 0:00,10.3892/or.2017.5636,Retraction,['+Duplication of/in Image' '+Investigation by Third Party' '+Paper Mill'],see also: https://pubpeer.com/publications/A41CE5971CA97B1B782B9D435C92FF;,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['School of Management, Hebei University of Technology, Tianjin, China, 300401']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],8/23/2010 0:00,10.1109/ICAMS.2010.5553009,7/9/2010 0:00,10.1109/ICAMS.2010.5553009,Retraction,"['+Breach of Policy by Author' '+Investigation by Journal/Publisher'
 '+Notice - Limited or No Information']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['The Affiliated Hospital of Guizhou Medical University & Key Laboratory of Environmental Pollution Monitoring and Disease Control, Ministry of Education, School of Public Health, Guizhou Medical University, Guiyang 550025, China'
 'State Key Laboratory of Functions and Applications of Medicinal Plants, Guizhou Medical University, Guiyang 550014, China'
 'Guizhou Provincial Engineering Research Center of Food Nutrition and Health, Guizhou Medical University, Guiyang 550025, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],1/9/2024 0:00,10.1155/2024/9847073,3/14/2022 0:00,10.1155/2022/6405911,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Departments of Physiology, Pharmacology and Neuroscience, Sophie Davis School of Biomedical Education, The City University of New York Medical School, New York, New York, United States of America']","['https://retractionwatch.com/?s=Hoau-Yan+Wang'
 'https://retractionwatch.com/2022/03/30/five-studies-linked-to-cassava-biosciences-retracted/']",['Research Article'],3/30/2022 0:00,10.1371/journal.pone.0266628,3/13/2014 0:00,10.1371/journal.pone.0091671,Retraction,['+Concerns/Issues About Data' '+Concerns/Issues About Image'],see also: https://pubpeer.com/publications/7D632D5EDFCE01EBBB7BDF55A59F36;,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Anatomy and Cell Biology and Department of Internal Medicine, School of Medicine, Wayne State University, Detroit, MI, USA']","['http://retractionwatch.com/2017/03/02/researcher-lost-whistleblower-lawsuit-logs-4-retractions/'
 'http://retractionwatch.com/2016/09/28/1st-retraction-for-researcher-who-lost-whistleblower-lawsuit/'
 'https://retractionwatch.com/?s=Christian+Kreipke']",['Research Article'],2/23/2017 0:00,10.1080/01616412.2017.1288458,3/1/2010 0:00,10.1179/174313209X414515,Retraction,"['+Civil Proceedings' '+Investigation by Company/Institution'
 '+Unreliable Data' '+Unreliable Image']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
['EIC of journal BJSM'],"['https://retractionwatch.com/2022/02/28/this-is-frankly-insulting-an-author-plagiarized-by-a-journal-editor-speaks/'
 'https://retractionwatch.com/2022/03/04/sports-medicine-researcher-paul-mccrory-requests-another-retraction/']",['Commentary/Editorial'],2/28/2022 0:00,10.1136/bjsports-39-11-785ret,10/21/2005 0:00,unavailable,Retraction,['+Copyright Claims' '+Euphemisms for Plagiarism' '+Plagiarism of Article'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Key Laboratory of Food Nutrition and Safety, Tianjin University of Science and Technology, TUST, Tianjin, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],5/31/2011 0:00,10.1109/icbbe.2011.5780249,5/10/2011 0:00,10.1109/icbbe.2011.5780249,Retraction,['+Notice - Limited or No Information'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Medical College, Shandong University, Jinan, China'
 'Department of Gerontology, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China'
 'Department of Thoracic Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China'
 'Department of Respiratory Medicine, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China']",[],['Research Article'],5/1/2019 0:00,10.26355/eurrev_201905_17795,11/1/2018 0:00,10.26355/eurrev_201811_16265,Retraction,['+Notice - Limited or No Information'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['I.M. Sechenov First Moscow State Medical University (Sechenov University),Moscow, Russia'
 'Kuban State Agrarian University I.T. Trubilin, Krasnodar, Russia'
 'I.M. Sechenov First Moscow State Medical University (Sechenov University),Moscow, Russia']","['https://retractionwatch.com/author/perronetal/'
 'https://retractionwatch.com/2022/07/05/our-deepest-apology-journal-retracts-30-likely-paper-mill-articles-after-investigation-published-by-retraction-watch/']",['Research Article'],7/4/2022 0:00,10.3991/ijet.v16i02.18737,1/26/2021 0:00,10.3991/ijet.v16i02.18737,Retraction,['+Investigation by Third Party' '+Paper Mill' '+Removed'],https://online-journals.org/index.php/i-jet/announcement/view/17,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['School of Information Engineering, Nanyang Vocational College of Agriculture, Nanyang 473000, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],1/9/2024 0:00,10.1155/2024/9840242,8/21/2022 0:00,10.1155/2022/3833106,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Product Design, School of Art and Design, Henan University of Urban Construction, Pingdingshan 467036, China'
 'Department of Industrial Design, Graduate School, Keimyung University, Daegu 704-701, Republic of Korea']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],8/23/2023 0:00,10.1155/2023/9783126,10/4/2022 0:00,10.1155/2022/3517995,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Mechanical Engineering, M Kumarasamy College of Engineering, Karur, Tamil Nadu, India']",[],['Research Article'],8/1/2018 0:00,10.24247/ijmperdapr2018103,3/19/2018 0:00,10.24247/ijmperdapr2018103,Retraction,"['+Date of Article and/or Notice Unknown'
 '+Notice - Limited or No Information' '+Removed']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['College of Computer of Henan Polytechnic Univer Jiaozuo, 454003,China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],8/23/2010 0:00,10.1109/ICAMS.2010.5552941,7/9/2010 0:00,10.1109/ICAMS.2010.5552941,Retraction,['+Notice - Limited or No Information' '+Removed'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Uttaranchal University, Dehradun, India'
 'Department of Physics, Gurukula Kangri Vishwavidyalaya, Haridwar, India'
 'Department of Physics, University of Petroleum & Energy Studies, Dehradun, India']",[],['Research Article'],7/9/2019 0:00,10.1002/jccs.201800189,10/1/2018 0:00,10.1002/jccs.201800189,Retraction,['+Duplication of/in Image'],None,['https://ror.org/00ba6pg24'],[None],['India'],['Uttarakhand'],<NA>,<NA>,<NA>,<NA>
"['Mango Research Institute, Multan, Pakistan'
 'Department of Plant Protection faculty of Agricultural Sciences, Ghazi University Dera Ghazi Khan Punjab, Dera Ghazi Khan, Pakistan'
 'Muhammad Nawaz Shareef University of Agriculture, Multan, Pakistan'
 'Research Center for Advanced Materials Science (RCAMS), King Khalid University, Abha, Saudi Arabia'
 'Unit of Bee Research and Honey Production, Faculty of Science, King Khalid University, Abha, Saudi Arabia'
 'Biology Department, Faculty of Science, King Khalid University, Abha, Saudi Arabia'
 'Department of Botany, Hindu College Moradabad, Moradabad, Uttar Pradesh, India'
 'Department of Plant Protection, Harran University, Sanliurfa, Turkey']",['https://retractionwatch.com/2022/08/03/exclusive-plos-one-to-retract-more-than-100-papers-for-manipulated-peer-review/'],['Research Article'],11/16/2022 0:00,10.1371/journal.pone.0277604,7/21/2020 0:00,10.1371/journal.pone.0236340,Retraction,"['+Concerns/Issues About Authorship/Affiliation' '+Conflict of Interest'
 '+Fake Peer Review']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Obstetrics and Gynecology Laboratory, The First Affiliated Hospital of Soochow University, Suzhou, Jiangsu 215008, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],11/29/2023 0:00,10.1155/2023/9764153,10/13/2022 0:00,10.1155/2022/7517112,Retraction,"['+Fake Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Neurology , Futase Social Insurance Hospital, Iizuka'
 'Diagnostic Equipment Department, Teijin Limited, Tokyo'
 'First Department of Internal Medicine, Kurume University School of Medicine, Kurume, Japan']",['http://retractionwatch.com/?s=yoshihiro+sato'],['Research Article'],3/30/2020 0:00,10.1212/WNL.0000000000009358,11/1/1997 0:00,10.1212/WNL.49.5.1273,Retraction,"['+Investigation by Company/Institution' '+Investigation by Third Party'
 '+Misconduct - Official Investigation(s) and/or Finding(s)'
 '+Misconduct by Author' '+Notice - Limited or No Information'
 '+Upgrade/Update of Prior Notice(s)']",Yoshihiro Sato has institutional finding of misconduct; See also: http://n.neurology.org/content/90/13/627.2 Reader Response,['https://ror.org/057xtrt18'],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Internal Medicine, FCM, State University of Campinas (UNICAMP), Cidade Universitária Zeferino Vaz, Campinas, SP, Brazil']",['http://retractionwatch.com/2016/09/15/researcher-who-sued-to-stop-retractions-earns-his-8th/'],['Research Article'],9/1/2016 0:00,10.1186/s13054-016-1453-8,8/16/2012 0:00,10.1186/cc11478,Retraction,['+Duplication of/in Image' '+Investigation by Company/Institution'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Radiology, Division of Radiation Oncology, University of Ottawa, Ottawa, CAN'
 'Department of Radiology, Division of Radiation Oncology, The Ottawa Hospital Research Institute, Ottawa, CAN'
 'Department of Radiation Oncology, Sultan Qaboos Cancer Centre, Muscat, OMN']",[],['Case Report'],7/7/2022 0:00,10.7759/cureus.r60,12/28/2021 0:00,10.7759/cureus.20774,Retraction,['+Informed/Patient Consent - None/Withdrawn'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Pediatrics, Yale University School of Medicine, USA']",[],['Review Article'],4/26/2021 0:00,unavailable,1/7/2014 0:00,unavailable,Retraction,['+Date of Article and/or Notice Unknown' '+Notice - Lack of' '+Removed'],"Article no longer appears in TOC; date of retraction unknown, estimated from notificationsl",['https://ror.org/02nd9e057'],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Surgery, The First Hospital of Shanxi Medical University, Taiyuan, PR China'
 'Department of Biochemistry, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College (PUMC), Beijing, PR China'
 'Department of Gynecologic Oncology, Chongqing Cancer Institute, Chongqing, PR China'
 'Department of Biochemistry, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College (PUMC), Beijing, PR China'
 'Department of Surgery, The First Hospital of Shanxi Medical University, Taiyuan, PR China'
 'Department of Surgery,The Shanxi Academy of Medical Sciences & Shanxi Dayi Hospital, Taiyuan, PR China'
 ""Cancer center, The General Hospital of the People's Liberation Army, Beijing, PR China""]",[],['Research Article'],3/29/2023 0:00,10.1371/journal.pone.0283120,1/31/2014 0:00,10.1371/journal.pone.0088057,Retraction,"['+Concerns/Issues About Authorship/Affiliation'
 '+Concerns/Issues About Image' '+Fake Peer Review']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['School of Medical Sciences, University of Sydney, Sydney, New South Wales 2006, Australia'
 'Section of Urology, VA Puget Sound Health Care System and School of Medicine, University of Washington, Seattle, WA 98195, United States'
 'Division of Infectious Diseases, Department of Medicine, David Geffen School of Medicine, University of California Los Angeles, Los Angeles, CA 90095, United States']",['http://retractionwatch.com/2016/11/22/journal-editor-resigns-over-firestorm-from-circumcision-article/'],['Review Article'],8/8/2016 0:00,None,8/8/2016 0:00,10.5409/wjcp.v5.i3.251,Retraction,['+Notice - Lack of'],None,['https://ror.org/0384j8v12'],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Biological Sciences, State University of New York at Albany, Albany, NY 12222']",[],['Research Article'],10/1/1987 0:00,10.1073/pnas.84.19.6740,2/1/1987 0:00,10.1073/pnas.84.3.658,Retraction,"['+Contamination of Cell Lines/Tissues'
 '+Unreliable Results and/or Conclusions']","According to the retraction notice, the 'authors request that the following [cell line contamination] be noted.' The notice also states that experiments are 'currently being repeated.';",[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Departamento de Física Aplicada II, ETSI de Telecomunicación, Universidad de Málaga, 29071 Málaga, Spain'
 'Center for Polymer Studies and Department of Physics, Boston University, Boston, Massachusetts 02215, USA']",[],['Research Article'],2/13/2003 0:00,10.1038/nature01288,8/29/2002 0:00,10.1038/nature00948,Retraction,"['+Error in Methods' '+Error in Results and/or Conclusions'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Institute of Hydrobiology, Engineering Research Center of Tropical and Subtropical Aquatic Ecological Engineering, Ministry of Education, Jinan University, Guangzhou, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],5/31/2011 0:00,10.1109/icbbe.2011.5781600,5/10/2011 0:00,10.1109/icbbe.2011.5781600,Retraction,"['+Breach of Policy by Author' '+Date of Article and/or Notice Unknown'
 '+Notice - Limited or No Information']",None,['https://ror.org/0549ke970'],[None],['China'],['Guangdong'],<NA>,<NA>,<NA>,<NA>
"['Anhui University of Finance and Economics, School of Accountancy, Anhui Bengbu 233030, China'
 'Financial Work Office of Nanchang Municipal People’s Government, Jiangxi, Nanchang 330038, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],8/2/2023 0:00,10.1155/2023/9890182,8/29/2022 0:00,10.1155/2022/9923676,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",See also: https://pubpeer.com/publications/BC168613D26FADE1DEE6C63C8CF2BE,['https://ror.org/042v6xz23'],[],[],[],<NA>,<NA>,<NA>,<NA>
"[""Management Science, School of Public Administration, Northwest University, 710127 Xi'an, China""]",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],6/16/2011 0:00,10.1109/ICEBEG.2011.5882101,5/6/2011 0:00,10.1109/ICEBEG.2011.5882101,Retraction,"['+Breach of Policy by Author' '+Date of Article and/or Notice Unknown'
 '+Notice - Limited or No Information']","Date of retraction unknown, estimated from conference date.",['https://ror.org/01hqp1g48'],[None],['Germany'],['Baden-Wurttemberg'],<NA>,<NA>,<NA>,<NA>
['Unavailable'],[],['Research Article'],2/28/2020 0:00,10.1002/1878-0261.12656,2/28/2020 0:00,10.1002/1878-0261.12656,Retraction,['+Date of Article and/or Notice Unknown' '+Lack of Approval from Author'],"date of retraction unknown, html page overwrite;",[],[],[],[],<NA>,<NA>,<NA>,<NA>
['Kamchatka State Technical University (Petropavlovsk-Kamchatsky)'],[],['Research Article'],9/5/2019 0:00,Unavailable,1/1/2015 0:00,10.17217/2079-0333-2015-34-114-123,Retraction,['+Euphemisms for Plagiarism' '+Plagiarism of Text'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Prosthodontics, VSPM’s Dental College and Hospital, Nagpur']",['http://retractionwatch.com/2012/10/18/tomato-tomahto-lets-call-the-oral-health-thing-off/'],['Clinical Study'],8/15/2012 0:00,10.1111/j.1741-2358.2012.00690.x,1/9/2012 0:00,10.1111/j.1741-2358.2011.00609.x,Retraction,['+Euphemisms for Plagiarism' '+Plagiarism of Text'],None,['https://ror.org/022d03y10'],[None],['India'],['Karnataka'],<NA>,<NA>,<NA>,<NA>
