raw,ror,name,country,region
"Department of Logistic, Shenyang Ligong University, China",https://ror.org/03m20nr07,,China,Liaoning
"Department of Internal Medicine, Unit of Nephrology and Dialysis, University of Messina, 98100 Messina, Italy",https://ror.org/05ctdxz19,,Italy,Sicily
"Department of Gastrointestinal Surgery, The First Affiliated Hospital, Liaoning Medical College, Jinzhou",https://ror.org/00yx0s761,,China,Liaoning
"Department of Anatomy and Histology, University of Modena and Reggio Emilia, Modena, Italy",https://ror.org/02d4c4y02,,Italy,Emilia-Romagna
"Rehabilitation Department of Traditional Chinese Medicine, Hanyang Hospital of Wuhan University of Science and Technology, Wuhan 430000, China",https://ror.org/00hagsh42,,China,Hubei
"Department of Chemical Engineering, Arizona State University, Tempe, Arizona, USA",https://ror.org/03efmqc40,,United States,Arizona
"Aesthetic Medicine, Department of Medical, Oral and Biotechnological Sciences, University of Chieti-Pescara, Chieti, Italy",https://ror.org/00qjgza05,,Italy,Abruzzo
"Sports Department of Anhui University of Technology, Maanshan, Anhui, China",https://ror.org/02qdtrq21,,China,Anhui
"Department of Physical Metallurgy and Materials Technology, Brandenburg University of Technology, 03044 Cottbus, Germany",https://ror.org/02wxx3e24,,Germany,Brandenburg
"Department of Clinical Oncology, University of Hong Kong, Pokfulam, Hong Kong (SAR), People’s Republic of China",https://ror.org/02zhqgq86,,Hong Kong,
"Department of Immunology, Shanghai Medical College, Fudan University, Shanghai",https://ror.org/01zntxs11,,China,Shanghai
"School of Mechanical and Electrical Engineering, China University of Mining and Technology, Xuzhou, China",https://ror.org/01xt2dr21,,China,Jiangsu
"School of Medicine, Chung Shan Medical University, Taichung, Taiwan",https://ror.org/059ryjv25,,Taiwan,Taiwan
"College of Humanities and social development, Nanjing Agricultural University, Nanjing 210095, Jiangsu, China",https://ror.org/05td3s095,,China,Jiangsu
"Department of Medical Oncology, Virgen del Rocio University Hospital, Seville, Spain",https://ror.org/04vfhnm78,,Spain,Andalusia
"School of Public Health of Guangxi Medical University, Nanning, Guangxi Province, People’s Republic of China",https://ror.org/03dveyr97,,China,Guangxi
"Regional Clinical Hospital No. 2 (Tyumen), ul. Mel'nikayte 75, Tyumen, 625039, Russian Federation",https://ror.org/02zv70s92,,Russia,Tyumen Oblast
"School of College Office, Shaanxi Polytechnic Institute, Xianyang, 712000 Shaanxi, China",https://ror.org/03c8jqn92,,China,Shaanxi
"Division of Biological Sciences, University of California, San Diego, La Jolla, CA 92093, USA",https://ror.org/0168r3w48,,United States,California
"Max Planck Institute for Extraterrestrial Physics, Giessenbachstrasse, D85748 Garching, Germany",https://ror.org/00e4bwe12,,Germany,Bavaria
"Sino-French Institute for Earth System Science, College of Urban and Environmental Sciences, Peking University, Beijing, China",https://ror.org/04rnwed46,,Australia,New South Wales
Independent,https://ror.org/05qbbf772,,Bangladesh,Dhaka Division
"Department of Medicine, Division of Hematology-Oncology, Beth Israel Deaconess Medical Center and Harvard Medical School, Boston, MA 02215, USA",https://ror.org/04drvxt59,,United States,Massachusetts
"Centro de Investigación Biomédica en Red de Diabetes y Enfermedades Metabólicas Asociadas, Barcelona, Spain",https://ror.org/00dwgct76,,Spain,Catalonia
"Internal Medicine, CMH, Lahore Medical College, Lahore, PAK",https://ror.org/04vhsg885,,Pakistan,Punjab
"School of Economics and Management, Jiangsu Teachers University of Technology, Changzhou",https://ror.org/04jabhf80,,China,Jiangsu
"Department of Cardiology, People’s Hospital of Dongxihu District, Wuhan, China",https://ror.org/001g1zs59,,China,Hubei
"Plasma Physics and Nuclear Fusion Research School, Nuclear Science and Technology Research Institute, AEOI, PO Box, 14155-1339, Tehran, Iran",https://ror.org/05cebxq10,,Iran,Tehran
University of Agriculture Faisalabad Pakistan,https://ror.org/054d77k59,,Pakistan,Punjab
"Department of Obstetrics and Gynecology, Sheba Medical Center, Tel Hashomer, 52621 Ramat Gan, Israel",https://ror.org/020rzx487,,Israel,Tel Aviv
"Department of Resoiratory and Critical Care Medicine, The Second Affiliated Hospital of Zhengzhou University, Zhengzhou, China",https://ror.org/026bqfq17,,China,Henan
"Scottish Centre for Infection and Environmental Health, Glasgow, UK",https://ror.org/04j2yny21,,United Kingdom,Scotland
"School of Information Engineering, University of Nanchang, Nanchang, China",https://ror.org/042v6xz23,,China,Jiangxi
"Department of Microbiology - Immunology, Northwestern University, Feinberg School of Medicine, Chicago, IL 60611, USA",https://ror.org/04fzwnh64,,United States,Illinois
"Department of Information Science and Technology, Anna University, Chennai, India",https://ror.org/01qhf1r47,,India,Tamil Nadu
"School of Management, Jilin Univ., Changchun, China",https://ror.org/007e7b187,,China,Jilin
"Department of Orthodontics and Dentofacial Orthopedics, Institute of Health Biosciences, The University of Tokushima Graduate School, 3-18-15 Kuramoto-cho, Tokushima, 770-8504 Japan",https://ror.org/044vy1d05,,Japan,Tokushima
"School of Business Administration, ILMA University, Karachi, 75190, Pakistan",https://ror.org/03egfpm06,,Pakistan,Sindh
"Rabat IT Center, Smart Systems Laboratory (SSL), ENSIAS, Mohammed V University in Rabat, Rabat, Morocco",https://ror.org/00r8w8f84,,Morocco,Rabat-Salé-Kénitra
"Department of Gastroenterology, HuiZhou Municipal Central Hospital, Huizhou, China",https://ror.org/04bwajd86,,China,Guangdong
"Department of Pharmaceutical Chemistry, School of Pharmacy, Raffles University, Neemrana, Rajasthan 301020, India",https://ror.org/05arfhc56,,India,Rajasthan
"Faculty of Energy and Fuels, AGH University of Science and Technology, Krakow, Poland",https://ror.org/00bas1c41,,Poland,Lesser Poland
"Department of Interventional Radiology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou 510630, Guangdong, China",https://ror.org/04tm3k558,,China,Guangdong
"China Shipbuilding (Chongqing) Southwest Equipment Research Institute Co., Ltd., Chongqing 400000, China",https://ror.org/022bqby64,,China,Chongqing
"Dorking, UK",https://ror.org/01yxt3w38,,United Kingdom,England
"Department of Aeronautical Engineering, Shaanxi Polytechnic Institute, Xianyang, 712000, Shaanxi, China",https://ror.org/03c8jqn92,,China,Shaanxi
"Institute of Home and Food Sciences, Government College University Faisalabad, Faisalabad, Pakistan",https://ror.org/051zgra59,,Pakistan,Punjab
"Provincial Key Laboratory of Agricultural Environmental Engineering, College of Resources and Environment, Sichuan Agricultural University, Yaan, Sichuan, China",https://ror.org/0388c3403,,China,Sichuan
"Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts 02215, United State",https://ror.org/02jzgtq86,,United States,Massachusetts
"Clinical Pharmacy Chamber, Yantai Traditional Chinese Medicine Hospital, Yantai, Shandong 264001, China",https://ror.org/05vawe413,,China,Shandong
"Key Laboratory of Special Materials and Preparation Technologies, College of Materials Science and Engineering, Xi-hua University, Chengdu, Sichuan, People's Republic of China",https://ror.org/053fzma23,,China,Sichuan
"Department of Anesthesiology, China-Japan Union Hospital of Jilin University, Changchun 130033, P.R. China",https://ror.org/007e7b187,,China,Jilin
"Science Education Department, Beijing Institute of Graphic Communication, China",https://ror.org/03yg3v757,,China,Beijing
"Department of Architecture and Civil Engineering, City University of Hong Kong, Kowloon, HongKong, China",https://ror.org/03q8dnn23,,Hong Kong,
"Beijing Commsat Technology Development Co., Ltd, Beijing, China",https://ror.org/049wsmj07,,China,Beijing
"Department of Mathematics, Hill Center for the Mathematical Sciences, Rutgers University, Piscataway, NJ08854",https://ror.org/02xkdev90,,Russia,Moscow
National Research Nizhny Novgorod State University. N.I. Lobachevsky (Nizhny Novgorod),https://ror.org/01sby4e06,,Russia,Nizhny Novgorod Oblast
"Beijing Genomics Institute-Shenzhen Shenzhen, China",https://ror.org/0066zpp98,,China,Guangdong
"Department of Cosmosciences, Hokkaido University, N10 W8, Kitaku, Sapporo 060-0810, Japan",https://ror.org/02hes1t22,,Japan,Tokyo
"Gastroenterology Research Unit, Department of Internal Medicine, University of Michigan, Ann Arbor, MI 49109-0682, USA",https://ror.org/00jmfr291,,United States,Michigan
"Department of Ergonomics, Leibniz Institute for Working Environments and Human Factors, Dortmund, Germany",https://ror.org/02npqkq54,,United States,California
"Department of Animal Sciences, University of Missouri, Columbia, Missouri, USA",https://ror.org/02ymw8z06,,United States,Missouri
Perm State National Research University,https://ror.org/029njb796,,Russia,Perm Krai
"Chemical Engineering Department, COMSATS University Islamabad (CUI), Lahore Campus, Lahore, Punjab, 54000, Pakistan",https://ror.org/00nqqvk19,,Pakistan,Islamabad
"Cardiovascular Risk and Nutrition Research Group, Institut Municipal d’Investigacio Medica, Barcelona, Spain",https://ror.org/05jdfph84,,Spain,Catalonia
"Department of Occupational and Environmental Medicine, College of Medicine, Kyung Hee University, Seoul, Republic of Korea",https://ror.org/04mgjym08,,Poland,Silesia
"Academic Affairs and Scientific Research Division, Zaozhuang Vocational College, Zaozhuang 277800, Shandong, China",https://ror.org/05x21tp94,,China,Shandong
"Department of Food Science, Technology and Engineering Faculty of Agricultural Engineering and Technology, University of Tehran, Tehran, Iran",https://ror.org/01jw2p796,,Iran,Tehran
"Department of Mechanical Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, Tamil Nadu, India",https://ror.org/0034me914,,India,Tamil Nadu
"Proteomics Research Center, Shahid Beheshti University of Medical Sciences, Tehran",https://ror.org/034m2b326,,Iran,Tehran
"Advanced Chemistry Studies Lab, Department of Chemistry, K. N. Toosi University of Technology, Tehran, Iran",https://ror.org/04g1zbq46,,Malaysia,Selangor
"UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L’Aquila, L’Aquila 67100, Italy",https://ror.org/01j9p1r26,,Italy,Abruzzo
"North China Electric Power University, Department Of Control Theory And Control Engineering, Baoding, China, 071003 Hebei Engineering and Technical College, Cangzhou, China, 061001",https://ror.org/04qr5t414,,China,Beijing
"Coll. of Automobile Eng., Chongqing Univ. of Technol., Chongqing, China",https://ror.org/05ecd4168,,China,Chongqing
"Aga Khan University, Karachi, Pakistan",https://ror.org/03gd0dm95,,Pakistan,Sindh
"Faculty of Chemical Technology, Ho Chi Minh City University of Food Industry (HUFI), 140 Le Trong Tan, Tan Phu District, Ho Chi Minh City, Vietnam",https://ror.org/02b2dfs85,,Vietnam,Ho Chi Minh
"Luleå University of Technology, 971 87 Luleå, Sweden",https://ror.org/016st3p78,,Sweden,Norrbotten
"Department of Orthopedics, The Affiliated Hospital of Qingdao University, Qingdao 266555, Shandong, China",https://ror.org/026e9yy16,,China,Shandong
"Department of Emergency Medicine, Seoul National University, Seoul, South Korea",https://ror.org/051cj2f30,,South Korea,Gyeonggi-do
"Department of Endocrine and Breast Surgery, The First Affiliated Hospital of Chongqing Medical University, Chongqing, 400016, China",https://ror.org/033vnzz93,,China,Chongqing
"Police Physical Education Department, Hebei Vocational College For Correctional Police, Shijiazhuang 050081, Hebei, China",https://ror.org/024ba6473,,China,Hebei
"Urumqi Friendship Hospital, Xinjiang 830049, China",https://ror.org/037cjxp13,,China,Beijing
"China Minsheng Banking Corp., Ltd., Beijing 100031, China",https://ror.org/050zcgq96,,China,Tianjin
"Department of Laboratory, Weifang Traditional Chinese Hospital, Weifang, Shandong 261041, P.R. China",https://ror.org/05mfqj750,,China,Shandong
"Department of Stomatology, Daping Hospital, Army Medical University (Third Military Medical University), Chongqing, 400042, China",https://ror.org/05w21nn13,,China,Chongqing
"Leicester International Institute, Dalian University of Technology, Panjin, Liaoning, 124221, China",https://ror.org/05ay23762,,China,Liaoning
"Department of Biochemistry, Virginia Commonwealth University, Richmond, Virginia",https://ror.org/02nkdxk79,,United States,Virginia
"Department of Developmental Neurobiology, St. Jude Children’s Research Hospital, Memphis, TN 38105, USA",https://ror.org/02r3e0967,,United States,Tennessee
"Department of Materials Science and Engineering, Henan University of Technology, Zhengzhou, 450001 Henan Province, China",https://ror.org/00xvf9d29,,China,Henan
"Department of Ophthalmology, Heihe People’s Hospital, Heihe, China",https://ror.org/0221fhj86,,China,Heilongjiang
"Key Laboratory of Functional Molecule Design and Interface Process, Anhui Jianzhu University, Hefei 230601, PR China",https://ror.org/0108wjw08,,China,Anhui
"Neurologische Klinik, Universitätsklinikum Düsseldorf, Düsseldorf, Germany",https://ror.org/006k2kk72,,Germany,North Rhine-Westphalia
"Farhikhtegan Medical Convergence Sciences Research Center,Farhikhtegan Hospital Tehran Medical Sciences, Islamic AzadUniversity, Tehran, Iran",https://ror.org/01c4pz451,,Iran,Tehran
"Department of Neurosurgery, Fourth Affiliated Hospital of Nantong University, Yancheng",https://ror.org/001rahr89,,China,Jiangsu
"Nanjing Audit University, China",https://ror.org/04zj2bd87,,China,Jiangsu
"Centre for Health, Exercise and Sport Science, Southampton Solent University, Southampton, UK",https://ror.org/05xydav19,,United Kingdom,England
"Beijing IROT Key Laboratory, The 8th Medical Center of Chinese PLA General Hospital, 100091 Beijing City, China",https://ror.org/0259e4473,,China,Beijing
"Khoja Akhmet Yassawi International Kazakh-Turkish University, Turkestan, Kazakhstan",https://ror.org/02dg6na50,,Turkmenistan,Ashgabat
"Department of Mathematics, Tianjin Polytechnic University, Tianjin 300387, China",https://ror.org/00xsr9m91,,China,Tianjin
"University of Pittsburgh, Pittsburgh, Pennsylvania, USA",https://ror.org/01an3r305,,United States,Pennsylvania
"College of Economics and Management, Shandong University of Science and Technology, Qingdao, China",https://ror.org/041j8js14,,China,Shandong
"Chawnshang Chang Sex Hormone Research Center, Tianjin Institute of Urology, Tianjin Medical University, Tianjin 300211, China",https://ror.org/02mh8wx89,,China,Tianjin
"Corporate Banking Department, Chongqing Branch of China Construction Bank, Chongqing, China",https://ror.org/04f63ne57,,China,Chongqing
"Department of Anatomy, Dankook University College of Medicine, Cheonan, Korea",https://ror.org/058pdbn81,,South Korea,Chungcheongnam-do
"Department of Mechanical Engineering, KPR Institute of Engineering and Technology, Arasur, Coimbatore-641407, Tamil Nadu, India",https://ror.org/02q9f3a53,,India,Tamil Nadu
"School of Material Science and Engineering, Northeastern University, Shenyang, People’s Republic of China",https://ror.org/027s68j25,,China,Beijing
"Department of Pediatrics, Hospital for Sick Children, University of Toronto, Toronto, Ontario, Canada",https://ror.org/03dbr7087,,Canada,Ontario
"Department of Cardiology, Chinese PLA General Hospital, China",https://ror.org/04gw3ra78,,China,Beijing
"Colgate University, Department of Biology, 13 Oak Dr., Hamilton, NY 13346",https://ror.org/05d23ve83,,United States,New York
"Brock University in St. Catharines, Ontario",https://ror.org/056am2717,,Canada,Ontario
"Department of Risk Control Managemen, tMega Financial Holding Company, Taipei City, Taiwan, ROC",https://ror.org/047n4ns40,,Taiwan,Taiwan
"LOMC UMR 6294 CNRS, Université Le Havre-Normandie, 76600, Le Havre, France",https://ror.org/05v509s40,,France,Normandy
"Department of Genetics, University of Alabama at Birmingham, Birmingham, AL, USA",https://ror.org/008s83205,,United States,Alabama
"Department of Paediatric Haematology and Oncology, 2nd Faculty of Medicine, Charles University, and University Hospital Motol, V Uvalu 84, CZ-150 06, Prague 5, Czech Republic",https://ror.org/054rttv92,,Germany,Hesse
"Institute of Liver Diseases, Hwamei Hospital, University of Chinese Academy of Sciences, Ningbo, 315000, China",https://ror.org/05qbk4x57,,China,Beijing
"Hebei Provincial Research Center for Technologies in Process Engineering Automation, Shijiazhuang, Hebei, China",https://ror.org/036h65h05,,China,Hebei
"Department of Bone and Soft Tissue Surgery, Cancer Hospital of China Medical University, Liaoning Cancer Hospital and Institute, Shenyang, Liaoning 110042, P.R. China",https://ror.org/05d659s21,,China,Liaoning
"Department of Respiratory, Huaihe Hospital of Henan University, Kaifeng, China",https://ror.org/002mm7c07,,China,Henan
"Gastrointestinal Surgery, Amrita Institute of Medical Sciences and Hospital, Kochi, India Biostatistics, Amrita Institute of Medical Sciences and Hospital, Kochi, India",https://ror.org/05ahcwz21,,India,Kerala
"Department of Chemistry and Biochemistry, University of Agriculture, Faisalabad, Pakistan",https://ror.org/054d77k59,,Pakistan,Punjab
"Department of Chemistry, Bose Institute, Kolkata, India",https://ror.org/01a5mqy88,,India,West Bengal
"Department of Endodontics, Faculty of Dental Medicine, Carol Davila University of Medicine and Pharmacy, Bucharest, Romania",https://ror.org/04fm87419,,Romania,București
"Research Center of Cluster and Enterprise Development, Business School, Jiangxi University of Finance and Economic, China",https://ror.org/03efmyj29,,China,Jiangxi
Mordovian Humanitarian Institute (Saransk),https://ror.org/02xe1zz23,,Russia,Moscow
"Department of Microbiology, Biochemistry and Immunology, Morehouse School of Medicine, Atlanta, Georgia, USA Department of Pathology, Department of Medicine, University of Miami School of Medicine, Miami, Florida, USA Department of Chemistry, Xavier University of Louisiana, New Orleans, Louisiana, USA",https://ror.org/01pbhra64,,United States,Georgia
"Office of Medical Safety Management, The Affiliated Hospital of Qingdao University, Qingdao, China",https://ror.org/026e9yy16,,China,Shandong
"Laboratoire d’informatique et d’automatique pour les systems – LIAS ENSIP, Bat B25, 2 rue Pierre Brousse, BP 633, 86022 Poitiers, France",https://ror.org/02b5vq778,,France,Nouvelle-Aquitaine
"MRC Epidemiology Centre, Southampton General Hospital, Tremona Road, Southampton SO16 6YD, UK",https://ror.org/011cztj49,,United Kingdom,England
"Economics Department, Tianjin Normal University, Tianjin, China",https://ror.org/01p884a79,,China,Hebei
"State Key Laboratory of Complex Nonferrous Metal Resources Cleaning Utilization, Kunming, 650093, P. R. China",https://ror.org/03en4sq15,,China,Jilin
"The International PEO Society, P.O. Box 56507, Houston, TX 77256, USA",https://ror.org/05jybk243,,Canada,Ontario
"Copernicus Institute of Sustainable Development, Utrecht University, Utrecht, The Netherlands",https://ror.org/04pp8hn57,,The Netherlands,Utrecht
"Chongqing Vocational Institute of Tourism, China",https://ror.org/0279ehd23,,China,Chongqing
"Department of ECE, CEG Campus, Anna University, Chennai-600025, India",https://ror.org/01qhf1r47,,India,Tamil Nadu
"Department of Orthopedic Surgery, Nanfang Hospital, Southern Medical University, Guangzhou 510515, China",https://ror.org/04vrxqg89,,China,Guangdong
"Department of Psychology, L.N. Gumilyov Eurasian National University, Nur-Sultan, Kazakhstan",https://ror.org/0242cby63,,Kazakhstan,Astana
"Obstetrics and Gynaecology of Daxing District People’s Hospital, Beijing, China",https://ror.org/00s3sq827,,Cameroon,Centre
"Department of Anesthesiology and Reanimation, Ataturk University School of Medicine, Erzurum, Turkey",https://ror.org/05ej12d67,,Türkiye,Istanbul
"Department of Pharmacology,Post Graduate Institute of Medical Education and Research (PGIMER), Chandigarh, India",https://ror.org/00ysvbp68,,India,West Bengal
"Department of Mechanical Engineering, North China University of Water Resources and Electric Power, Zhengzhou, People's Republic of China",https://ror.org/03acrzv41,,China,Henan
"CNR-INFM, CASTI- Regional Laboratory, Department of Physics, University of L'Aquila, Via Vetoio, 67010 Coppito, L'Aquila — Italy",https://ror.org/01j9p1r26,,Italy,Abruzzo
"School of Optoelectronic Science and Engineering, Soochow University, Suzhou 215000, China",https://ror.org/04en8wb91,,China,Jiangsu
"Department of Psychology, University of Washington, Seattle, WA, 98195, USA",https://ror.org/04xxj4388,,United States,Washington
"Department of Medical Laboratory, The First People’s Hospital of Yunnan Province, The Affiliated Hospital of Kunming University of Science and Technology, Kunming, Yunnan, China",https://ror.org/01hq7pd83,,China,Yunnan
"MRC Biostatistics Unit, Institute of Public Health, Cambridge, United Kingdom, MRC Clinical Trials Unit, London, United Kingdom",https://ror.org/046vje122,,United Kingdom,England
"Departamento de Quimica Organica, Campus de Rabanales, Edificio Marie Curie (C-3), Ctra Nnal IV-A, Km 396, E14014, Cordoba, Spain",https://ror.org/05e0q7s59,,Spain,Madrid
"Institute of Entomology, College of Life Sciences, Hua Zhong Normal University, Wuhan, Hubei, China",https://ror.org/056y3dw16,,China,Hubei
"Division of Oral Diagnosis, Department of Oral Medicine and Surgery, Tohoku University Graduate School of Dentistry, Sendai, Japan",https://ror.org/00xmgvk71,,Japan,Tokyo
"Department of Rheumatology, Liverpool Hospital, Eli Lilly Pty Ltd Sydney, Ingham Research Institute, University of New South Wales, Sydney, NSW, 2170, Australia",https://ror.org/0384j8v12,,Australia,New South Wales
"Psychiatry Department, Dongying Rongjun Hospital, Dongying, China",https://ror.org/01azdfc53,,Switzerland,Basel-Landschaft
"Crystal Technology Section, Technical Physics Division BARC, Mumbai, India",https://ror.org/05txhmf96,,Bangladesh,Dhaka Division
"Department of Gynaecology and Obstetrics, The Second Hospital of Dalian Medical University, Liaoning, China",https://ror.org/012f2cn18,,China,Liaoning
"Department of Physics, Faculty of Science, Suez University, Suez, Egypt",https://ror.org/00ndhrx30,,Egypt,Suez
"School of Medicine, Shenzhen University, Shenzhen 518060, China",https://ror.org/01vy4gh70,,China,Guangdong
"Outpatient Center Operating Room, First Affiliated Hospital of Harbin Medical University, Harbin, Heilongjiang, China",https://ror.org/05vy2sc54,,China,Heilongjiang
"Phillips Neurological Institute, LLC, P.O. Box 251, Las Marias, PR 00670, USA",https://ror.org/02zc5r772,,Australia,Victoria
"Basic Engineering Science Department, Faculty of Engineering, Menoufiya University, Shebin El-Kom, Egypt",https://ror.org/007kf5222,,Brazil,São Paulo
"Medical Imaging Center, Affiliated Hospital of Weifang Medical University, Weifang, Shandong 261031, P.R. China",https://ror.org/03tmp6662,,China,Shandong
"Department of Orthopedics, Heze Municipal Hospital, Heze 274031, Shandong, China",https://ror.org/03cy8qt72,,China,Shandong
"Architectural Art Design Institute, LuXun Academy of Fine Arts, Shenyang 110003, China",https://ror.org/02k517853,,China,Liaoning
"Department of Environmental Health Sciences, Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Milan, Italy",https://ror.org/05aspc753,,Italy,Lombardy
"Tianjin Electric Power Corporation, Tianjin, China",https://ror.org/010ryc044,,China,Tianjin
"Section of Molecular Medicine, Department of Medicine, University of Oklahoma Health Sciences Center, Oklahoma City, Oklahoma",https://ror.org/03y1zyv86,,United States,Oklahoma
"GOLCER, Lancaster University, UK",https://ror.org/04f2nsd36,,United Kingdom,England
"Department of Obstetrics and Gynecology, Eastern Virginia Medical School, Norfolk, VA, USA",https://ror.org/056hr4255,,United States,Virginia
"Department of Orthopedics, Zhongnan Hospital of Wuhan University, Wuhan, China",https://ror.org/01v5mqw79,,China,Hubei
"Institute of Geodesy and Geophysics, Chinese Academy of Sciences, Wuhan, China",https://ror.org/01gkn6j11,,China,Hubei
"Division of Thoracic Surgery, Department of Surgery, David Geffen School of Medicine at UCLA",https://ror.org/0009jge67,,United States,Illinois
"Department of Radiology, Jinan Third People’s Hospital, Jinan, 250132 Shandong, China",https://ror.org/012xbj452,,China,Shandong
"College of Physics and Electronic Information, Yunnan Normal University, Yunnan, China",https://ror.org/00sc9n023,,China,Yunnan
"College of Chemistry and Chemical Engineering, Instrumental Analysis Center of Qingdao University, Shandong Sino-Japanese Center for Collaborative Research of Carbon Nanomaterials, Collaborative Innovation Center for Marine Biomass Fiber Materials and Textiles, Laboratory of Fiber Materials and Modern Textile, Qingdao University, Qingdao 266071, Shandong, China",https://ror.org/05x85k702,,China,Shandong
"College of Electronical and Information Engineering, Chongqing Radio TV University, Chongqing, 400052, China",https://ror.org/023rhb549,,China,Chongqing
"Dipartimento di Medicina Sperimentale e Clinica, Facoltá di Medicina e Chirurgia di Catanzaro, Universitá degli Studi di Catanzaro “Magna Graecia,” 88100 Catanzaro",https://ror.org/0530bdk91,,Italy,Calabria
"Department of Civil Engineering, Bangalore Institute of Technology, Bengaluru 560004, India",https://ror.org/03d187f57,,Romania,București
"Université catholique de Louvain, Louvain-la-Neuve, Belgium",https://ror.org/02495e989,,Belgium,Wallonia
"College of Mechanics and Electronics, Henan Institute of Science and Technology, Xinxiang, China",https://ror.org/0578f1k82,,China,Henan
"College of Engineering, Nanjing Agricultural University, Nanjing 210031, China",https://ror.org/05td3s095,,China,Jiangsu
"School of Food Science and Technology, Jiangnan University, China",https://ror.org/03sfb9j07,,Taiwan,Taiwan
"Department of Veterinary Forensic Medicine and Toxicology, Faculty of Veterinary Medicine, Damanhour University, Damanhour, Egypt",https://ror.org/03svthf85,,Egypt,Beheira
"Thermofluids and Energy Department, Faculty of Mechanical Engineering, Universiti Teknologi MARA, 40450 Shah Alam, Selangor, Malaysia",https://ror.org/05n8tts92,,Malaysia,Selangor
"Jiangsu Maritime Institute School of International Education, Nanjing, Jiangsu 211170, China",https://ror.org/04pekda06,,China,Jiangsu
"Department of Anesthesiology, Hainan General Hospital, Haikou, Hainan, China",https://ror.org/030sr2v21,,China,Hainan
"Department of Patient Admission Management, Chinese PLA General Hospital, Beijing, 100853 China",https://ror.org/04gw3ra78,,China,Beijing
"Department of General Surgery, the Second Affiliated Hospital of Dalian Medical University, Dalian 116027, Liaoning Province, China",https://ror.org/012f2cn18,,China,Liaoning
"Academy of Military Transportation,Tianjin, 300161, China",https://ror.org/05nm40v04,,China,Tianjin
"School of Management, Jilin Normal University, Siping, Jilin 136000, China",https://ror.org/00xtsag93,,China,Jilin
"College of Physical Education, Sichuan Minzu College, Sichuan, China",https://ror.org/04enz2k98,,China,Sichuan
"Department of Оrganizations and Economics of Pharmacy, Sechenov First Moscow State Medical University, Moscow, Russian Federation",https://ror.org/010pmpe69,,Russia,Moscow
"Huanghe Jiaotong University, Jiaozuo 454950, China",https://ror.org/024nbxn35,,China,Henan
"Dept. of Biosciences, Biotechnologies, and Biopharmaceutics, University of Bari, Via Orabona 4, Bari, 70125, Italy Department of Pediatrics, Division of Gastroenterology, The Johns Hopkins University School of Medicine, Baltimore, MD, 21287, United States",https://ror.org/027ynra39,,Italy,Apulia
"Electronic Measurement Technology Key Laboratory of China. North University of China, Taiyuan 030051, China",https://ror.org/01nky7652,,China,Beijing
"Department of Natural Science Education, National Taipei University of Education, Taipei, Taiwan",https://ror.org/02bzpph30,,Taiwan,Taiwan
"Department of Cardiology, The Fourth Affiliated Hospital of Hebei Medical University, Shijiazhuang, China",https://ror.org/012sz4c50,,China,Liaoning
"Department of Cardiology, Faculty of Medicine, Nigde Ömer Halisdemir University, Nigde, Turkey",https://ror.org/03ejnre35,,Türkiye,Niğde Province
"Physical Culture Institute, Gannan Normal University, Ganzhou, Jiangxi, China",https://ror.org/02jf7e446,,China,Jiangxi
"School of Economics and Management, South China Normal University, 510006, Guangzhou, China",https://ror.org/01kq0pv72,,China,Guangdong
"Department of Cardiothoracic Surgery (C.F., D.A.D., R.E.M.), Montefiore Medical Center, Albert Einstein College of Medicine, New York, NY",https://ror.org/05cf8a891,,United States,New York
"Manging Partner, VB India Private Limited, India",https://ror.org/04ww0w091,,India,Telangana
"Emergency Department, The First Hospital of Jilin University, Changchun 130000, P.R. China",https://ror.org/034haf133,,China,Jilin
"College of Chemistry and Chemical Engineering, JingGangShan University, 343009 Ji'an, JiangXi, People's Republic of China",https://ror.org/041pakw92,,China,Beijing
"Third Department of Internal Medicine, Nara Medical University, Shijo-cho, Kashihara, Nara, Japan",https://ror.org/045ysha14,,Japan,Nara
"College of Information Science and Engineering, Xin Jiang University, Urumqi, China",https://ror.org/04fmkfb67,,China,Guangdong
"Department of Medical Research, China Medical University Hospital, China Medical University, Taichung, Province of China, Taiwan",https://ror.org/00v408z34,,Taiwan,Taiwan
"International University of Catalonia, Barcelona, Spain",https://ror.org/00tse2b39,,Spain,Catalonia
"Jinan Stomatological Hospital East Branch, Jinan Stomatological Hospital, Jinan, China",https://ror.org/03j2mew82,,China,Shandong
"Department of Management, Southern Federal University, Rostov-na-Donu, Russia",https://ror.org/01tv9ph92,,Russia,Rostov
"Nursing Department, Hanyang Hospital Affiliated to Wuhan University of Science and Technology, Wuhan, Hubei, China",https://ror.org/00e4hrk88,,China,Hubei
"Foreign Language Department of Jiangxi Science and Technology Normal University, Jiangxi, Nanchang, China, 330036",https://ror.org/04r1zkp10,,China,Jiangxi
"Wenzhou Jiangcheng Automotive Parts Co., Ltd., Wenzhou 325400, China",https://ror.org/05h1ry383,,China,Zhejiang
